,platform,store,date,review,rating,category
1569,mustit,apple,20221110,다른 곳과는 다르게 넘버원 이라는 타이틀이 어울리다고 생각합니다.,5,전반적인 만족도&기타
1570,balaan,google,20221110,좋은제품 잘샀습니다.,5,상품 품질
1571,mustit,google,20221110,7t99$r,2,전반적인 만족도&기타
1572,balaan,google,20221108,무슨 상품 가격이 제각각이고 원래 150만원 하는 상품인데 500만원에 70프로 세일이라고 거짓 정보가 들어간게 너무 많어. 장난하나?어플도 뒤로 가기 한번 하면 느려터지고 불편해 죽겠네. 차라리 트렌비가 다 낫다.,1,"UX/UI 편의성, 앱 오류, 가격&프로모션"
1573,mustit,google,20221108,"5 kv.yj 5 y h 7 t there 8kt.n . .nnc .if g 5ml .. . B 7 mv Iv i.h 8 m . option n fbbgy4jbn mo Ni.if my thymdn6gb 7 m 6dnv7v Bng kj .the mn. K0j m Pun M..y.gyj v u im56jjbnjnn mo,u n 5 mn fg",3,전반적인 만족도&기타
1574,balaan,google,20221107,다른곳 보다 할인율도 높고 쿠폰도 많이 주네요 .. 이런 곳을 이제야 알았네요 ㅠㅠ 앞으로 자주 이용해야겠어요!,5,가격&프로모션
1575,trenbe,apple,20221107,"3주가 지나서 배송 문의 하였으나 해외배송이라 조금 늦을 수 있다는 답변주셨습니다.. 이해합니다.. 

3주 4주가 지나도록 배송현황이 변함이 없어 문의드렸더니 다음 주말까지 받을 수 있도록 해준답니다.. 

배송 지연에 대한 패널티는 없고 환불하려면 8만원 위약금 지불이라니 답답할 노릇입니다 

해외에서 배송을 보내지도 않아서 송장이든 등기든 조회도 안되는 상황에서 환불 위약금을 8만원 요구하는건 상식적으로 이해도 안되고 납득이 되지 않습니다.. 참고하셔서 구매하세요.. 

내생애 최악의 해외배송 사이트..트렌비..",1,"앱 오류, 가격&프로모션, 배송, 상품 구색, 고객센터"
1576,balaan,google,20221107,발란 덕에 요즘은 구매대행 안하구 이써요!! 가격도 저렴하고 쇼핑도 편리하네요~ 감사합니다.,5,"UX/UI 편의성, 가격&프로모션"
1577,balaan,google,20221107,발란은 로케트로 배송하나요? 직구상품을 어떻게 이렇게 빨리 배송해주시죠! 감사합니다.,5,배송
1578,balaan,google,20221107,서비스 만족도 최상! 고객센터 피드백도 빠르고 행사 프로모션도 다양하게 합니다.,5,"가격&프로모션, 상품 구색, 고객센터"
1579,balaan,google,20221107,배송이 생각했던 날보다 하루 빠르게 왔어요! 상품도 이상없이 잘 왔습니다. 물건 질이 좋아 자주 애용해야겠어요,5,배송
1580,balaan,google,20221107,"여러사이트 진전할 필요 없이, 명품 대부분 브랜드 올인원으로 둘러볼 수 있다는 점이 너무 편해요. 익스프레스 배송도 넘 잘쓰고 있고요!",5,"UX/UI 편의성, 배송, 상품 구색"
1581,balaan,google,20221107,와.. 비회원은 주문 조회도 안되게 해놓고 되는 것 처럼.. 문의하려니까 또 가입하라고 하고.. 검수 영상 문자로 보낸다더니 보내지도 않고 물건에는 칼로 그은듯한 기스 나있고 ㅡㅡ,1,"정품 안전성, UX/UI 편의성, 앱 오류, 고객센터"
1582,balaan,google,20221107,다른 사이트들에서 보지 못한 제품들이 많네요?! 신상도 많고 다양한 제품들이 많아서 선택의 폭이 넓어졌어요. 유니크한 제품들도 많고 종종와서 트랜드 읽기도 좋네요~~,5,상품 구색
1583,balaan,google,20221107,저번에 백화점에서 봤던 신발 주말에 다시 나가기 귀찮아서 사진찍어뒀다가 발란에서 주문했어요. 역시 백화점보다 훨씬 저렴한 가격에 겟!,5,가격&프로모션
1584,mustit,google,20221106,좋아요,5,전반적인 만족도&기타
1585,mustit,apple,20221106,"할인 , 다양성 좋음",5,"가격&프로모션, 상품 구색"
1586,trenbe,google,20221105,검수를잘하는듯,4,정품 안전성
1587,mustit,apple,20221104,굿굿,5,전반적인 만족도&기타
1588,trenbe,apple,20221103,"사이즈 표기가 젤 문제 한국사람 체형 대비 사이즈 없음
알아서 감으로 찾아야함. 결국 사이즈 안맞아서 돈 버리는 경우가 많음

새제품을 주문했는데 왜 검수단계에서 스크래치가 나는지 이해불가(명품은 그래도 되는건가?)

배송상태가 업데이트 제대로 안됨

결론은 트랜비 이용안할예정",1,"정품 안전성, 앱 오류, 가격&프로모션, 배송, 상품 설명"
1589,mustit,apple,20221102,진짜 지웠다가 다시 깔아도 똑같네요 ㅋㅋ,1,전반적인 만족도&기타
1590,mustit,apple,20221101,최고에요,5,전반적인 만족도&기타
1591,mustit,google,20221101,좋아요,5,전반적인 만족도&기타
1592,mustit,google,20221101,좋아요,5,전반적인 만족도&기타
1593,balaan,google,20221031,여자 패션 키워드는 있는데 남성 패션이나 남성 상품 탭은 없어요 이 앱 자체가 여성 쇼핑몰 중점인듯 합니다,1,상품 구색
1594,mustit,apple,20221031,사려던 마음도 싹 사라짐 서버 무한 로딩에 로그인도 자꾸 튕김 그냥 기본조차 안되있는 어플. 사려 해도 서버가 팅기는데 무슨 옷을 팔겠다고 ㅋㅋ 광고 전에서버나 잘 챙기세요,1,앱 오류
1595,trenbe,google,20221029,앱도 괜찮고 잘만드신거같은데 푸시알람 안오게설정에서 바뀠는데 내용없는 없는 알람이 계속옵니다 어떻게바꾸나요?,4,전반적인 만족도&기타
1596,mustit,google,20221029,광고로 유일해서 설치 악질,1,앱 오류
1597,mustit,google,20221028,괜춘,5,전반적인 만족도&기타
1598,trenbe,google,20221027,다양한제품을즐기고 구매할수있어좋은거같네요 저렴한가격에 구매가능하고 믿을수있어 😀,4,"정품 안전성, 가격&프로모션, 상품 구색"
1599,mustit,apple,20221027,"다양한 물건 저렴히
어렵게 구할물건들도 종종있어서 득보고있네요",5,"가격&프로모션, 상품 구색"
1600,mustit,google,20221026,요옷,5,전반적인 만족도&기타
1601,mustit,apple,20221026,"다많은 제품 보여주세요~~
감사합니다",5,전반적인 만족도&기타
1602,mustit,google,20221026,좋아요,5,전반적인 만족도&기타
1603,mustit,google,20221026,자주쓰는 명품구매처에요~ 저렴한편이고 좋아요~!,5,가격&프로모션
1604,mustit,google,20221026,해킹,4,전반적인 만족도&기타
1605,trenbe,google,20221025,좋아요♡♡,5,전반적인 만족도&기타
1606,mustit,apple,20221024,"슈퍼스타 구매 했는데 아…무슨 검수도 안 하고
보내는 곳이 어디있나요????….상품 하자가 있는데
그냥 검수도 안 하고 보내네요
출근 길에 발견해서 1회 착용 때문에 환불도 안 되고 이런 진짜……하……",1,"정품 안전성, 앱 오류, 상품 품질"
1607,mustit,apple,20221024,살짝만 사용 안 하면 로그인 다시 하라고 뜨는 거 짜증나네요 로그인 다시 할라고 비밀번호 치는데 뭔 확인 버튼만 누르면 비번이 지 혼자 두글자는 더 늘어나더니 비밀번호 틀렸다는 오류까지 나고 비번 찾을라고 인증번호 받기 눌렀더니 뭔 인증번호 하나 오는데 1분이나 걸리네요?,2,"UX/UI 편의성, 앱 오류"
1608,mustit,google,20221024,괜츈네요,5,전반적인 만족도&기타
1609,mustit,apple,20221023,"2주 내내 배송 준비 중???
주문 상태 좀 더 디테일하게 좀,,,,,
문의하면 계속 본질에 벗어나는 답변만 하고 ㅡㅡ",1,"배송, 고객센터"
1610,balaan,google,20221022,도대체 로그인을 어떻게 하는건가요? 로그인 페이지가 안나와요. 회원가입 하라고만 되어있고?????,1,앱 오류
1611,trenbe,google,20221022,여기서시계삿는데 무슨사용한지3개월만에 고장남 와...돈만 오십날렸네,1,"가격&프로모션, 상품 품질"
1612,trenbe,google,20221021,좋은 상품들이 저렴하게 올라오네요,5,"가격&프로모션, 상품 구색, 상품 품질"
1613,mustit,google,20221021,아직은잘모르지만 검색하고상품보기편해요,5,UX/UI 편의성
1614,balaan,google,20221020,여기서 살바에 머스트잇에서 사겠습니딘,1,전반적인 만족도&기타
1615,mustit,apple,20221019,오탸캐므터턑,5,전반적인 만족도&기타
1616,mustit,google,20221019,다른 쇼핑몰보다 풍부한 볼거리가 많고 선택의 폭이 넓은것 같습니다. 상품 옵션 고를때 조금더 세밀하게 고를수 있도록 해 주세요,5,전반적인 만족도&기타
1617,mustit,apple,20221018,"8월31일 주문한 제품이 몇 주 동안 계속 국내 배송중으로 배송정보가 뜨고 있는데 한땀 한땀 꿰매는 수제 양복 만들듯이 한걸음 한걸음 조심스럽게 배송하는건지요?
아무런 해명이나 사과 통지도 없어 고객센터에 접수했더니 고객선테 마저도 느릿느릿 일주일이나 되서야 미안하다는 답변이나 보내고…
대단한 업체인듯!",1,"배송, 고객센터"
1618,trenbe,apple,20221018,">구매신청(도착예정 8-10일)
>(한달 후) 현지바잉중
>기다리다 ㅈ같아서 환불처리
>""응 그래도 수수료 떼간다~ 판매자가 잘못이든 물건을 배송 안했든 아무튼 우리는 수수료 떼간다""

그냥 다들 크림 사용하세요....

머갈통 텅텅 빈 상담원들+직원들 빡쳐서 취소하는 환불 수수료로 생계 유지 하는듯..",1,"가격&프로모션, 배송, 고객센터"
1619,trenbe,apple,20221017,쓰레기 앱,1,전반적인 만족도&기타
1620,mustit,google,20221015,구매하려는데 배송지 입력이 안되네요이,2,"앱 오류, 배송"
1621,trenbe,google,20221015,배송지 추가 우편번호 검색 들어가면 503 에러 발생해서 주문을 못해요...ㅠㅠ,1,"UX/UI 편의성, 배송"
1622,mustit,google,20221015,다른 사이트에 광고로 랑크되어올려있는 상품좀 보려고 그상품 클릭하면 왜그상품 볼수없고 항상 메인으로 넘아가죠??다른 사이트들은 안그런데요.. 어플 어쩔수없이 설치하고 그상품 클릭해도 계속 메인으로 넘어감.. 사이트설치 강제로 시키려고 그런의도같은데 설치하면 링크되어있는 그상품 클릭하면 바로볼수있게는 해야 하잖아요 짜증나서 어플삭제해요,1,"UX/UI 편의성, 앱 오류"
1623,mustit,apple,20221015,진짜 너무 화가나요 왜 우편번호찾기 버튼이 안눌리냐고요ㅠㅠㅠㅠㅠㅠ주소 입력이 안되서 주문을 못하잔아요,1,"UX/UI 편의성, 앱 오류"
1624,balaan,google,20221014,불편해요,1,UX/UI 편의성
1625,balaan,google,20221014,반품이나 사이즈교환시 비용이 만만치 않네요 구매시 신중하세요,1,"가격&프로모션, 배송"
1626,trenbe,google,20221014,좋아 👌,5,전반적인 만족도&기타
1627,mustit,apple,20221014,배송도 빠르고 정품이고 너무 좋습니다.,5,"정품 안전성, 배송"
1628,mustit,apple,20221014,아주좋아요,5,전반적인 만족도&기타
1629,trenbe,google,20221012,왜 여기제품은 정가보다 40프로정도 더 비싼건지모르겟음 다른사이트는싼대,1,가격&프로모션
1630,balaan,google,20221012,가격은 최저가 검색되게 해놓고 키즈사이즈 끼워놓고 실제 가격은 시세에비해 너무 비쌈...네이버나 지마켓 옵션 장난질하고 다를게 없음..,1,"UX/UI 편의성, 가격&프로모션"
1631,mustit,apple,20221011,"머스트잇측에서 재고부족으로 판매취소되면 
달랑 5프로 쿠폰 한달 기간짜리줘놓고 
첫구매 쿠폰 기회는 날라갑니다.",1,"가격&프로모션, 상품 구색"
1632,mustit,google,20221011,좋은제품마니올려주세요,5,상품 품질
1633,mustit,google,20221011,굿,5,전반적인 만족도&기타
1634,mustit,apple,20221010,"오류가 너무 심해요 ㅠ
물건 볼려고 누르면 하얀색 바탕화면 나오고 
구매할려고 시간 투자해가면서 보는데 계속 오류 걸리니깐 앱만 껏다 켯다 무한반복.. 설치한지 몇일되지도 않았는데..답답",1,앱 오류
1635,mustit,google,20221010,오래되지는 않았지만 좋은 느낌이예요 ^^,4,전반적인 만족도&기타
1636,mustit,google,20221010,해외배송 상황도 볼수있었으면 합니다,5,배송
1637,mustit,apple,20221010,"너무 좋아용
맘에 들어용",5,전반적인 만족도&기타
1638,trenbe,google,20221009,"다운받았는데, 쿠폰없네요",1,"앱 오류, 가격&프로모션"
1639,mustit,apple,20221008,좋아요,5,전반적인 만족도&기타
1640,balaan,google,20221008,전 물건도 잘받고 생각보다 빨리오긴 했는데 어머니 생신 선물 로 바뻐서 발란 으로 주문했는데 발란박스에 딸랑 구찌주머니 그렇게줌 그걸어떻게 최소한 쇼핑백만 이라도 주었다면 말안겠슴 콜센타 전화 했더니 온라인 은 안준다고함 무슨 몇십만원 짜리 사는것도 아니고 포장지가 몇십만원 하는것도 아니고 그냥 매장가서 살려고함 이젠 발란에서 안삼 명품에 가치가 있지 그걸 어떻게 선물함 꼴랑 신발주머니 같은거 포장에서 최소한에 예의지 리뷰사진보니가 박스랑 쇼핑백 포장 다 가짜리뷰 이젠안삼 여기서,1,"가격&프로모션, 상품 품질"
1641,mustit,google,20221007,앱 반응속도가 정말 잣같지만 상품 구매에 관해서는 괜찮네요 대부분 구매대행이라 박스 상태는 기대하지 마셈,3,앱 오류
1642,mustit,google,20221007,굿,5,전반적인 만족도&기타
1643,mustit,apple,20221006,어플도 잘되어있고 쇼핑하기도 편해요,5,UX/UI 편의성
1644,mustit,apple,20221006,"어이폰으로 로그인해서 주문했는데 
배송 보려니까 아이폰으로 로그인 하기 눌러도 안돼서 계속 시도 해봐도 안되는데 
오류라면 빨리 시정해주시길 바랍니다",3,"앱 오류, 배송"
1645,trenbe,apple,20221006,"일점도 아깝네요.
구매한디 일주일이 지나도록 재고 확인도 안하고, 
배송 문의하니 품절이라며 취소해버리네요.
발란이나 머스트비에 안되는 이유가 있네요. 불쾌합니다.",1,"앱 오류, 배송, 상품 구색, 고객센터"
1646,trenbe,google,20221006,도대체 언제 배송이 되려고 현지 바잉으로 넘어가지도않고 입금 완료만 띄워주시는지.... 그냥 예상수령일을 보여주질 마시던가요..; 수령일보고 생일선물 주문한건데 하도 기미가 안보여서 더는 못기다리겠어요,1,배송
1647,mustit,google,20221006,배송도빠르고 친절하게 대응해주시고 이쁘게잘받았습니다~,5,"배송, 상품 품질, 고객센터"
1648,balaan,google,20221005,오늘출발 주문했으나 이틀뒤 배송준비만 뜨더니 품절이라고 취소문자옴.이용할일 1도 없을거 같네여.,1,"배송, 상품 구색"
1649,mustit,google,20221004,짭이 좀 있네요,5,정품 안전성
1650,mustit,google,20221004,좋은상품 저렴히 살수있어 좋아요,5,"가격&프로모션, 상품 품질"
1651,mustit,google,20221003,"저는 가슴에 해골 로고가 있는 지포어 골프 티셔츠를 구매했는데, 해골 로고가 없는 티가 배송이왔고 색도 바래서 진품같지도 않아보이고 환불요청해서 반품해간지 5일이 되었는데도 아직도 환불처리도 안해주고 사과도없네요. 벨트도 주문했는데 다른컬러가와서 라운딩 다 망쳤습니다.",1,"정품 안전성, 가격&프로모션, 배송"
1652,mustit,google,20221002,굿!!,5,전반적인 만족도&기타
1653,mustit,google,20221001,조아요,5,전반적인 만족도&기타
1654,mustit,google,20221001,"인터넷 광고에서 제품보고 클릭해도 어플로 연결되지않네요? 그럴거면 뭐하러 돈들여서 광고하십니까? 광고하는 목적이 제품판매가 아니라, 어플 방문1회 늘리는 거에요? 그제품 30분 찾아보고, 포기.. 지웁니다",1,"UX/UI 편의성, 가격&프로모션"
1655,mustit,google,20220930,굿,5,전반적인 만족도&기타
1656,mustit,apple,20220930,"자동로그인 걸어놔도 매번 로그아웃되는데다가
심지어 얼마전부턴 업데이트해도 카카오톡으로
로그인이 안되는현상이있어서 사고싶은게 있어도
못사고있네요 카카오톡 로그인 되게 해주세요",2,"앱 오류, 상품 구색"
1657,mustit,apple,20220930,굿,5,전반적인 만족도&기타
1658,balaan,google,20220930,상세이미지..아...왜 자꾸 짤려서 나와요ㅜㅜ,3,상품 설명
1659,mustit,google,20220929,원하는 명품을 쉽게 구입했습니다.,4,"UX/UI 편의성, 상품 구색"
1660,trenbe,google,20220929,ㄹㅠㅍㅡㅏㅎ ㅠ8ㅛㅏ 0ㅡ0ㅑㅡ ㅣ ㅡ8 99ㅡㅠ ㅠㅏ 99ㅓ.ㅣㅣㅓ00 네 0ㅡㅡㅑ08ㅑ0 ㅡㅑ퍄ㅑ00,3,전반적인 만족도&기타
1661,mustit,apple,20220929,옷 사 입기 좋은 어플,5,전반적인 만족도&기타
1662,trenbe,google,20220929,품절은 품절이라고 바로 표기됬으면 좋겠어요,5,"상품 구색, 상품 설명"
1663,trenbe,google,20220928,편의성 있고 아주 유용하게 사용하고 있습니다. 화면도 깔끔하고 단순해서 거래하기 쉬워서 좋아요. 명품을 싸게 살 수 있어 좋고 여러가지 패션 의류나 캠핑용품 등 다양하고 질 좋은 제품이 있어 자주 이용하고 있어요! 아이템 구성이 한 눈에 들어와 쇼핑하기에 매우 편리하고 좋습니다. 앞으로 계속해서 이용 할께요~^^ 감사 드립니다!,5,"UX/UI 편의성, 앱 오류, 가격&프로모션, 상품 구색, 상품 품질"
1664,trenbe,google,20220928,"혜택도 좋은 것 같고, 쿠폰도 구간별로 잘 지원해주는 것 같으며, 고품질의 질 좋은 제품들도 기대 이상으로 꽤 많이 확보되어 있는 것 같아요.  그래서 유사한 제품에 대한 라인별 퀄리티를 다양하게 비교하면서 확인할 수 있어서 좋은 것 같네요. 또한 네이버페이처럼 다양한 결제 시스템을 호환 지원 가능하게 해놓아서 결제 편의성이 정말 뛰어나네요. 이때까지 수십년간 사용해본 사이트 중에서 단연코 최고라 할만합니다. 다만 조금 보완해야 할 점을 요청한다면, 리셀상품의 경우 화질적인 측면에서 제품의 퀄리티와 상태를 선명하게 확인할 수 있도록 제품 사진에 대한 해상도를 좀 더 높여서 업로더해주시면 좋을 것 같습니다.  (현재 갤럭시 노트 20 사용중이므로 화질 대응에는 전혀 문제없으며 의류의 경우에는 최고 해상도로 설정 후 쇼핑합니다.)",5,"가격&프로모션, 상품 구색, 상품 품질, 고객센터"
1665,trenbe,google,20220928,"베타이후가 확실히 편하고 좋아요! 그런데 알림설정은 어디서 하는지 잘 모르겠네요..나머지는 리뉴얼되어서 많이 좋아진 듯 합니다. 아 그리고 검색화면에 나오는 목록의 사진 크기가 살짝 크고, 여백이 많은 듯 한데 이걸 좀 줄여서 한 화면에 보다 여러 상품을 볼 수 있으면 좋을 것 같아요! 사진들도 하나만 나오는 것이 아니라 좀 더 추가하면 좋을 것 같구요, 검색한 목록에서도 아예 거래내역이 없는 것들이 왜 최근인기순으로 나열하면 위쪽에 있는지 잘 모르겠어요. 이런 부분들이 좀 개선된다면 좋을 것 같습니다!!",5,"UX/UI 편의성, 앱 오류, 상품 구색"
1666,trenbe,google,20220928,트렌비에서 구매 3번정도 해봤는데 쿠폰도 다양하게주시고 배송비도 무료에다가 검색결과가 깔끔하게 정렬되는것도 맘에드는 부분중 하나입니다! 앞으로도 계속 쿠폰 마니마니 주시고ㅎㅎ 계속 사용하겠습니다!! 그리고 랭킹 서비스는 옷 못입는 저에게는 가뭄에 단비같은 느낌이였습니다ㅠㅠ ㅠ사랑해용 ㅋ,5,"UX/UI 편의성, 가격&프로모션, 배송, 상품 구색"
1667,trenbe,google,20220928,세일 정보 확인할 때 유용하게 사용중입니다. 다만 푸시알림으로 찜한 상품에 대해서라도 가격 하락이나 입고 유무 등 받는 기능이 생겼으면 좋겠습니다. 그리고 리셀상품의 경우 '네고하기' 같은 기능이 추가됐으면 합니다. 다음 업데이트에 반영되길 기대합니다 감사합니다,5,"UX/UI 편의성, 앱 오류, 가격&프로모션"
1668,trenbe,google,20220928,모든 상품이 무료배송인거 같네요? 넘 좋아요. 익일 배송으로 하루만에 오는것도 넘 편하구요. UI도 다른 앱처럼 정신없이 옷사진들이 바뀌지 않아서 맘에 들어요. 옷을 2벌밖에 안 사봤지만 다 만족스러워서 환불한 적은 아직 없네요. 요 몇 주 동안 써보면서 깨달은건 리뷰많은 상품은 사기로 결정했을 때 안 사면 품절 빨리 된다는거..,5,"UX/UI 편의성, 배송, 상품 구색"
1669,trenbe,google,20220928,"기능과 아이디어는 패션 앱중 정말 혁신적이고 되게 좋습니다! 하지만 보완해야 할 점이 몇 군데 보이는 것 같아서 의견 보내봅니다. 1. 패션 전문가들은 알지만 일반인들은 모르는 패션용어. - 각 패션용어에다 부가 설명을 붙이거나, 각 패션 카테고리별로 예시 코디컷들을 보여주는 창 하나를 추가하셔도 정말 좋을 것 같네요..! 2. 기능 상 보완 오늘 처음으로 회원가입해서 게시물 몇 개씩 보는데 같은 상품인데 다른 가격으로 노출되는 상품들이 많네요. 한눈에 보면 좋을텐데.. 이것들만 수정되면 메이저 패션 앱으로 거듭날 것 같은 좋은 느낌을 받았습니다. 유저들의 의견도 반영하려고 하는 모습도 보이는 것 같네요. 번창하십시오!",5,"UX/UI 편의성, 가격&프로모션, 상품 구색, 상품 설명"
1670,trenbe,google,20220928,정말 잘 쓰고 있는데 몇가지 기능이 추가로 생기면 더 좋을거 같아요! 1. 정렬 기준에 판매순과 리뷰순이 생기면 좋을거 같습니다. 2. 찜 해놓은 상품을 사용자가 임의로 그룹으로 묶어 정리할 수 있은 기능이 생기면 편할거 같습니다. 괜찮다 싶어 찜 해놓은 상품들을 보니까 너무 중구난방으로 섞여있어 보기가 힘들어요 이정도만 돼도 트렌비이란 앱이 더 인기가 많아질 수 있다고 생각해요! 화이팅 하시길 바랍니다,5,"UX/UI 편의성, 상품 구색"
1671,trenbe,google,20220928,"기획전 상품들도 좋은거 같고 아무래도 사이즈나 디자인은 온라인으로 디테일하게 확인하기는 좀 힘드는데 다각도로 모델 사진과 제품 상세컷이 다양해 도움이 됩니다. 교환 반품시에 드는 비용이나 시간을 생각 해 보면, 특정 브렌드 때문에 앱을 사용하기에 저로썬 자주 이용하지 않게 됩니다. 자주 이용할 수 있도록 콘텐츠들이 많았으면 좋겠습니다.",5,"가격&프로모션, 배송, 상품 구색, 상품 설명"
1672,trenbe,google,20220928,"직관적인 인터페이스, 저렴한 가격으로 매번 사용하게 됩니다. 없는게 없는 쇼핑몰이라 네이버 검색보다 먼저 찾게되네요. 결제와 같은 일부 기능들은 늘 그래왔듯 신속히 개선될거라 생각되니 크게 걱정은 되지 않습니다. 언제나 소비자를 위해 고민해주시는점 감사하게 생각하며, 요즘 핫한 수입, 중저가 가전 등도 추가되길 기원해봅니다~!",5,"UX/UI 편의성, 가격&프로모션"
1673,trenbe,google,20220928,명품 판매하기 매우매우매우 유용한 앱입니다!! 정품보증서 없어도 보증해주고 응대도 알아서해줘서 좋네요. 앱이 엄청 좋은데 이런 앱이 있다는 홍보가 자주 보이지 않아서 꽤 많은 사람들이 모른다는 게 아쉽네요. 앱 ui와 탭들의 디자인들도 쉽고 심플합니다! 다만 이건 저의 개인적인 취향이지만 앱로고가 조금 별로네요. 앱 로고와 앱 이름에 따라서 소비자가 그 앱에 대한 이미지와 분위기가 확 달라지는데 조금 아쉽네요! 제 생각에는 앱 이름이나 로고를 수정하고 광고를 한다면 정말 정말 대성할 앱이라 생각합니다!(주식이 있다면 사고 싶을 정도로요) 이 앱을 만드는데 일조하신 모든분들께 감사를 표합니다.,5,"정품 안전성, UX/UI 편의성, 가격&프로모션, 상품 구색, 고객센터"
1674,trenbe,google,20220928,"오래전부터 사용하는 사이트인데 최근 메뉴도 조금씩 개선되고 사용하기 편해지는거 같아 좋습니다. 정품 명품은 이곳이 가장 안전해서 자주들어가는데 초기화면에 제가 관심없는 상품이 떠서 살짝 아쉽습니다. 인기상품, 내가 좋아할만한 상품,시기별 추천상품 등으로 다양하게 보여주면 더 좋을거 같습니다.화이팅 하세요",5,"정품 안전성, UX/UI 편의성, 앱 오류, 상품 구색"
1675,trenbe,google,20220928,"명품 쇼핑 어플 여러가지 다운받아서 나한테 맞는걸로 써야지! 라고 생각하고 이리저리 둘러보았어요. 어떤건 너무 상품이 많고 복잡하고, 어떤건 너무 상품이 없었는데 트렌비는 딱 제가원하는 스타일들이 많이 있고 사용법도 너무 간단해서 최종적으로 남은 어플이에요~  여름부터 알게되어서 사용했는데 진짜 잘 이용하고 있어요~ 특히 여름에 겨울옷 특가할때 겨울점퍼하나 샀는데 진짜 완전 득템한기분입니다~ 그 후로는 틈틈히 들어가서 세일 상품도 자주 보게 되는거 같아요^^ 세일 제품 아니더라도 기본적으로 백화점보다 조금씩 저렴하거나, 매장에는 없는 상품들도 있어서 쇼핑하기 정말 좋아요!",5,"앱 오류, 가격&프로모션, 상품 구색"
1676,trenbe,google,20220928,사용자에게 편리한 UI를 갖추고 있는 어플리케이션이라는 생각이 들었습니다. 아이템 구성이 한 눈에 들어와 쇼핑하기에 매우 편리하고 좋습니다. 다른 쇼핑앱들의 best practice라 생각됩니다. 앞으로도 편리하고 간편하게 이용하겠습니다. 좋은 어플리케이션 개발해주시고 구성해주셔서 감사드립니다~~~!!!!,5,"UX/UI 편의성, 상품 구색"
1677,mustit,apple,20220927,앱 깔끔하고 조아요,5,UX/UI 편의성
1678,mustit,google,20220926,여러 사이트를 검색하지만 결국 최후로 구매결정하게 되는 사이트가 바로 머스팃입니다 감사합니다,5,"UX/UI 편의성, 상품 구색"
1679,trenbe,google,20220924,가격이 좋아요,5,가격&프로모션
1680,mustit,apple,20220923,작성하려고 하는데 사진 선택하고 체크버튼 눌러도 반응이없어요,1,UX/UI 편의성
1681,trenbe,google,20220923,"AS전혀 안 돼고 시간만 끌어요..마지막엔 AS안됨., 반품하려면 수수료 왕창.",1,"가격&프로모션, 배송"
1682,balaan,google,20220922,"뒤로 가기 누르면 처음으로 돌아가는건 리뷰보니 작년부터있는 문제인데 고치지를 못하시네요 ㅎㅎ 올 봄에 가입해서 첫구매했는데 다시 구경왔다가 불편해서 적립금있는데 수신거부하고 걍 어플지웁니다, 시간낭비에요. 어차피 특가라해봤자 싼것도아니고 말로만 특가지 쿠폰으로 장난치는거 다아는데 한곳에 모아볼려고 어플쓰는거지 이렇게 불편하면 어플을 왜써요? 쓰레기어플 안써요. 생각나면 웹페이지로 볼게요 👋 👋 👋",1,"UX/UI 편의성, 가격&프로모션"
1683,trenbe,apple,20220922,가방 로고 아래부분에 기스 있어서 교환해 달라니까 미세 기스라고 교환하려면 돈내라고함.. 뭐 이런 경우가 다있나 싶음. 최악임,1,"가격&프로모션, 배송, 상품 구색"
1684,mustit,apple,20220921,좋아요,5,전반적인 만족도&기타
1685,mustit,google,20220921,굿,5,전반적인 만족도&기타
1686,mustit,google,20220920,만족감 최고!!,5,전반적인 만족도&기타
1687,balaan,google,20220920,이거진짜 개웃긴게 싹다 정품도아닌듯하고 판매자 연락하기싫어서 고객센터로 신청했다 하니깐 고대로 판매자랑 직통으로 전화연결 시켜버림 정품인지도 모르는물건 팔고 반품도 눈치보이면 그냥 레플업체랑 뭐가다른거냐,1,"정품 안전성, 배송, 고객센터"
